0,0,0
0.5,-0.031373,0
0.992157,-0.125,0
1.46875,-0.279412,0
1.49994,-7.70812,0
1.02466,-7.86653,0
0.533306,-7.96429,0
0.0335871,-7.99986,0
-0.466659,-7.97269,0
-0.959584,-7.88319,0
-1.43746,-7.73279,0
-1.53102,-0.304602,0
-1.05709,-0.142208,0
-0.566574,-0.0403291,0
-0.0671718,-0.000564047,0
0,0,-0.5
0.5,-0.031373,-0.5
0.992157,-0.125,-0.5
1.46875,-0.279412,-0.5
1.49994,-7.70812,-0.5
1.02466,-7.86653,-0.5
0.533306,-7.96429,-0.5
0.0335871,-7.99986,-0.5
-0.466659,-7.97269,-0.5
-0.959584,-7.88319,-0.5
-1.43746,-7.73279,-0.5
-1.53102,-0.304602,-0.5
-1.05709,-0.142208,-0.5
-0.566574,-0.0403291,-0.5
-0.0671718,-0.000564047,-0.5
0,0,-1
0.5,-0.031373,-1
0.992157,-0.125,-1
1.46875,-0.279412,-1
1.49994,-7.70812,-1
1.02466,-7.86653,-1
0.533306,-7.96429,-1
0.0335871,-7.99986,-1
-0.466659,-7.97269,-1
-0.959584,-7.88319,-1
-1.43746,-7.73279,-1
-1.53102,-0.304602,-1
-1.05709,-0.142208,-1
-0.566574,-0.0403291,-1
-0.0671718,-0.000564047,-1
0,0,-1.5
0.5,-0.031373,-1.5
0.992157,-0.125,-1.5
1.46875,-0.279412,-1.5
1.49994,-7.70812,-1.5
1.02466,-7.86653,-1.5
0.533306,-7.96429,-1.5
0.0335871,-7.99986,-1.5
-0.466659,-7.97269,-1.5
-0.959584,-7.88319,-1.5
-1.43746,-7.73279,-1.5
-1.53102,-0.304602,-1.5
-1.05709,-0.142208,-1.5
-0.566574,-0.0403291,-1.5
-0.0671718,-0.000564047,-1.5
0,0,-2
0.5,-0.031373,-2
0.992157,-0.125,-2
1.46875,-0.279412,-2
1.49994,-7.70812,-2
1.02466,-7.86653,-2
0.533306,-7.96429,-2
0.0335871,-7.99986,-2
-0.466659,-7.97269,-2
-0.959584,-7.88319,-2
-1.43746,-7.73279,-2
-1.53102,-0.304602,-2
-1.05709,-0.142208,-2
-0.566574,-0.0403291,-2
-0.0671718,-0.000564047,-2
0,0,-2.5
0.5,-0.031373,-2.5
0.992157,-0.125,-2.5
1.46875,-0.279412,-2.5
1.49994,-7.70812,-2.5
1.02466,-7.86653,-2.5
0.533306,-7.96429,-2.5
0.0335871,-7.99986,-2.5
-0.466659,-7.97269,-2.5
-0.959584,-7.88319,-2.5
-1.43746,-7.73279,-2.5
-1.53102,-0.304602,-2.5
-1.05709,-0.142208,-2.5
-0.566574,-0.0403291,-2.5
-0.0671718,-0.000564047,-2.5
0,0,-3
0.5,-0.031373,-3
0.992157,-0.125,-3
1.46875,-0.279412,-3
1.49994,-7.70812,-3
1.02466,-7.86653,-3
0.533306,-7.96429,-3
0.0335871,-7.99986,-3
-0.466659,-7.97269,-3
-0.959584,-7.88319,-3
-1.43746,-7.73279,-3
-1.53102,-0.304602,-3
-1.05709,-0.142208,-3
-0.566574,-0.0403291,-3
-0.0671718,-0.000564047,-3
0,0,-3.5
0.5,-0.031373,-3.5
0.992157,-0.125,-3.5
1.46875,-0.279412,-3.5
1.49994,-7.70812,-3.5
1.02466,-7.86653,-3.5
0.533306,-7.96429,-3.5
0.0335871,-7.99986,-3.5
-0.466659,-7.97269,-3.5
-0.959584,-7.88319,-3.5
-1.43746,-7.73279,-3.5
-1.53102,-0.304602,-3.5
-1.05709,-0.142208,-3.5
-0.566574,-0.0403291,-3.5
-0.0671718,-0.000564047,-3.5
0,0,-4
0.5,-0.031373,-4
0.992157,-0.125,-4
1.46875,-0.279412,-4
1.49994,-7.70812,-4
1.02466,-7.86653,-4
0.533306,-7.96429,-4
0.0335871,-7.99986,-4
-0.466659,-7.97269,-4
-0.959584,-7.88319,-4
-1.43746,-7.73279,-4
-1.53102,-0.304602,-4
-1.05709,-0.142208,-4
-0.566574,-0.0403291,-4
-0.0671718,-0.000564047,-4
0,0,-4.5
0.5,-0.031373,-4.5
0.992157,-0.125,-4.5
1.46875,-0.279412,-4.5
1.49994,-7.70812,-4.5
1.02466,-7.86653,-4.5
0.533306,-7.96429,-4.5
0.0335871,-7.99986,-4.5
-0.466659,-7.97269,-4.5
-0.959584,-7.88319,-4.5
-1.43746,-7.73279,-4.5
-1.53102,-0.304602,-4.5
-1.05709,-0.142208,-4.5
-0.566574,-0.0403291,-4.5
-0.0671718,-0.000564047,-4.5
0,0,-5
0.5,-0.031373,-5
0.992157,-0.125,-5
1.46875,-0.279412,-5
1.49994,-7.70812,-5
1.02466,-7.86653,-5
0.533306,-7.96429,-5
0.0335871,-7.99986,-5
